strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count
A/MADAGASCAR/74/2005		A	H3N2	2005		virus_only	7	0
A/MADAGASCAR/741/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/746/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/751/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/752/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/767/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/77/2005		A	H3N2	2005		virus_only	7	0
A/MADAGASCAR/801/2014		A	H3N2	2014		virus_only	11	0
A/MADAGASCAR/810/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/818/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/819/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/821/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/822/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/824/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/828/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/829/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/832/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/833/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/872/1995		A	H3N2	1995		virus_only	5	0
A/MADAGASCAR/874/1995		A	H3N2	1995		virus_only	5	0
A/MADAGASCAR/878/2009		A	H3N2	2009		virus_only	9	0
A/MADAGASCAR/882/1995		A	H3N2	1995		virus_only	5	0
A/MADAGASCAR/888/1995		A	H3N2	1995		virus_only	5	0
A/MADAGASCAR/890/1995		A	H3N2	1995		virus_only	5	0
A/MADAGASCAR/897/1993		A	H3N2	1993		virus_only	6	0
A/MADAGASCAR/897/2014		A	H3N2	2014		virus_only	11	0
A/MADEIRA/MS3/2012		A	H3N2	2012		virus_only	11	0
A/MADEIRAPT/12/2013		A	H3N2	2013		virus_only	11	0
A/MADRID/0V29/1992		A	H3N2	1992		virus_only	7	0
A/MADRID/1015/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/1023/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/1025/1996		A	H3N2	1996		virus_only	4	0
A/MADRID/1110/90160		A	H3N2			virus_only	7	0
A/MADRID/1122/1990		A	H3N2	1990		virus_only	7	0
A/MADRID/1144/1990		A	H3N2	1990		virus_only	7	0
A/MADRID/15042/2014		A	H3N2	2014		virus_only	11	0
A/MADRID/15053/2014		A	H3N2	2014		virus_only	10	0
A/MADRID/162/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/164/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/165/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/166/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/167/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/168/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/171/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/172/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/173/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/174/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/175/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/177/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/178/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/186/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/187/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/188/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/189/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/190/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/214/1997		A	H3N2	1997		virus_only	6	0
A/MADRID/2169/2018		A	H3N2	2018		virus_only	8	0
A/MADRID/2170/2018		A	H3N2	2018		virus_only	8	0
A/MADRID/2173/2018		A	H3N2	2018		virus_only	8	0
A/MADRID/2175/2018		A	H3N2	2018		virus_only	8	0
A/MADRID/2178/2018		A	H3N2	2018		virus_only	8	0
A/MADRID/323/2012		A	H3N2	2012		virus_only	11	0
A/MADRID/504453/2004		A	H3N2	2004		virus_only	7	0
A/MADRID/626/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/633/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/638/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/640/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/642/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/643/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/644/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/645/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/648/1996		A	H3N2	1996		virus_only	5	0
A/MADRID/6569/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/6571/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G100/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G101/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G1013/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/G102/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G103/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G1082/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G109/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G111/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1116/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G1121/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G1122/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G1125/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G1126/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/G116/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G118/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1194/2001		A	H3N2	2001		virus_only	8	0
A/MADRID/G1195/2001		A	H3N2	2001		virus_only	8	0
A/MADRID/G1196/2001		A	H3N2	2001		virus_only	8	0
A/MADRID/G12/1991		A	H3N2	1991		virus_only	7	0
A/MADRID/G1211/2002		A	H3N2	2002		virus_only	8	0
A/MADRID/G1216/2002		A	H3N2	2002		virus_only	8	0
A/MADRID/G122/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1221/2002		A	H3N2	2002		virus_only	8	0
A/MADRID/G1222/2002		A	H3N2	2002		virus_only	8	0
A/MADRID/G125/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G126/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G130/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G132/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1411/2003		A	H3N2	2003		virus_only	6	0
A/MADRID/G1418/2003		A	H3N2	2003		virus_only	12	0
A/MADRID/G145/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1452/2003		A	H3N2	2003		virus_only	12	0
A/MADRID/G147/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G152/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G1541/2003		A	H3N2	2003		virus_only	6	0
A/MADRID/G1547/2003		A	H3N2	2003		virus_only	12	0
A/MADRID/G159/1993		A	H3N2	1993		virus_only	8	0
A/MADRID/G163/1993		A	H3N2	1993		virus_only	15	0
A/MADRID/G1681/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/G1687/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/G1697/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/G184/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G186/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G187/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G188/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G190/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G198/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G199/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G245/1993		A	H3N2	1993		virus_only	6	0
A/MADRID/G2519/2005		A	H3N2	2005		virus_only	17	0
A/MADRID/G252/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G2521/2005		A	H3N2	2005		virus_only	17	0
A/MADRID/G253/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G254/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G255/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G260/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G261/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G262/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G2620/2005		A	H3N2	2005		virus_only	17	0
A/MADRID/G285/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/G2883/2007		A	H3N2	2007		virus_only	8	0
A/MADRID/G2889/2007		A	H3N2	2007		virus_only	8	0
A/MADRID/G303/1994		A	H3N2	1994		virus_only	7	0
A/MADRID/G338/1994		A	H3N2	1994		virus_only	7	0
A/MADRID/G339/1994		A	H3N2	1994		virus_only	5	0
A/MADRID/G350/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G351/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G354/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G356/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G358/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G362/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G363/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G367/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G369/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G370/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G371/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G372/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G373/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G374/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G375/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G379/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G387/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G392/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G394/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G395/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G397/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/G453/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G455/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G465/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G525/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G553/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/G622/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/G623/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/G624/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/G625/1996		A	H3N2	1996		virus_only	6	0
A/MADRID/G718/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G721/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G725/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G728/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G749/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G753/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/G838/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G847/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G860/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G866/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G89/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/G892/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G947/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G956/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G960/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/G967/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/G979/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/G984/2000		A	H3N2	2000		virus_only	5	0
A/MADRID/G991/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/G995/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/O162/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/O180/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/O183/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/OV30/1991		A	H3N2	1991		virus_only	7	0
A/MADRID/OV31/1991		A	H3N2	1991		virus_only	7	0
A/MADRID/RR1059/2002		A	H3N2	2002		virus_only	6	0
A/MADRID/RR1731/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/RR1734/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/RR1735/2004		A	H3N2	2004		virus_only	11	0
A/MADRID/RR1755/2004		A	H3N2	2004		virus_only	16	0
A/MADRID/RR317/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR320/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR323/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR325/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR326/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR342/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR403/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/RR444/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR445/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR447/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR448/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR449/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR453/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR456/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR490/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR498/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR558/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR566/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/RR591/2000		A	H3N2	2000		virus_only	5	0
A/MADRID/RR598/2000		A	H3N2	2000		virus_only	5	0
A/MADRID/RR599/2000		A	H3N2	2000		virus_only	5	0
A/MADRID/RR607/2000		A	H3N2	2000		virus_only	5	0
A/MADRID/RR610/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/RR612/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/RR625/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/RR8753/2011		A	H3N2	2011		virus_only	9	0
A/MADRID/RR8856/2011		A	H3N2	2011		virus_only	9	0
A/MADRID/RR9076/2012		A	H3N2	2012		virus_only	9	0
A/MADRID/SO1208/1997		A	H3N2	1997		virus_only	6	0
A/MADRID/SO12318/2014		A	H3N2	2014		virus_only	9	0
A/MADRID/SO13031/2014		A	H3N2	2014		virus_only	10	0
A/MADRID/SO143/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/SO159/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/SO161/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/SO1672/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO1676/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO1690/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO170/1993		A	H3N2	1993		virus_only	7	0
A/MADRID/SO1745/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MADRID/SO1747/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO1772/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO1798/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MADRID/SO1830/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MADRID/SO2017/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO2060/1998		A	H3N2	1998		virus_only	5	0
A/MADRID/SO23/1991		A	H3N2	1991		virus_only	7	0
A/MADRID/SO2447/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/SO2523/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/SO2531/1999		A	H3N2	1999		virus_only	5	0
A/MADRID/SO261/1993		A	H3N2	1993		virus_only	6	0
A/MADRID/SO2852/1999		A	H3N2	1999		virus_only	6	0
A/MADRID/SO2913/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/SO2969/2000		A	H3N2	2000		virus_only	6	0
A/MADRID/SO323/1994		A	H3N2	1994		virus_only	5	0
A/MADRID/SO3368/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/SO3396/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/SO3397/2001		A	H3N2	2001		virus_only	6	0
A/MADRID/SO349/1994		A	H3N2	1994		virus_only	7	0
A/MADRID/SO353/1994		A	H3N2	1994		virus_only	7	0
A/MADRID/SO483/1945		A	H3N2	1945		virus_only	6	0
A/MADRID/SO486/1994		A	H3N2	1994		virus_only	6	0
A/MADRID/SO491/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO520/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/SO525/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/SO535/1995		A	H3N2	1995		virus_only	5	0
A/MADRID/SO652/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO6799/2008		A	H3N2	2008		virus_only	18	0
A/MADRID/SO734/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO759/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO761/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO767/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO775/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO784/1995		A	H3N2	1995		virus_only	6	0
A/MADRID/SO8944/2012		A	H3N2	2012		virus_only	9	0
A/MAEVATANANA/172/2015		A	H3N2	2015		virus_only	11	0
A/MAEVATANANA/563/2013		A	H3N2	2013		virus_only	11	0
A/MAEVATANANA/974/2013		A	H3N2	2013		virus_only	11	0
A/MAGADAN/187/2017		A	H3N2	2017		virus_only	6	0
A/MAGDEBURG/1/1995		A	H3N2	1995		virus_only	6	0
A/MAGDEBURG/1/1997		A	H3N2	1997		virus_only	5	0
A/MAGDEBURG/3/1995		A	H3N2	1995		virus_only	6	0
A/MAGDEBURG/3/1998		A	H3N2	1998		virus_only	4	0
A/MAGDEBURG/4/1995		A	H3N2	1995		virus_only	6	0
A/MAGDEBURG/4/1998		A	H3N2	1998		virus_only	4	0
A/MAGDEBURG/7/1996		A	H3N2	1996		virus_only	6	0
A/MAHAJANGA/122/2015		A	H3N2	2015		virus_only	12	0
A/MAHAJANGA/3628/2012		A	H3N2	2012		virus_only	11	0
A/MAKHACHKALA/RII1/2019		A	H3N2	2019		virus_only	9	0
A/MAKHACHKALA/RII5/2019		A	H3N2	2019		virus_only	9	0
A/MALATYA/24/2014		A	H3N2	2014		virus_only	9	0
A/MALATYA/3608/2013		A	H3N2	2013		virus_only	18	0
A/MALATYA/3854/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/3872/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/3946/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/4118/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/4163/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/4202/2013		A	H3N2	2013		virus_only	9	0
A/MALATYA/92/2014		A	H3N2	2014		virus_only	9	0
A/MALATYA/TR57/2011		A	H3N2	2011		virus_only	8	0
A/MALAYSIA/2256/2004		A	H3N2	2004		virus_only	7	0
A/MALAYSIA/31/1998		A	H3N2	1998		virus_only	6	0
A/MALAYSIA/32/1998		A	H3N2	1998		virus_only	6	0
A/MALAYSIA/39/1999		A	H3N2	1999		virus_only	7	0
A/MALAYSIA/5/1999		A	H3N2	1999		virus_only	20	0
A/MALAYSIA/73/1998		A	H3N2	1998		virus_only	6	0
A/MALMO/1/1992		A	H3N2	1992		virus_only	7	0
A/MALMO/1/1994		A	H3N2	1994		virus_only	4	0
A/MALMO/1/1995		A	H3N2	1995		virus_only	6	0
A/MALMO/1/1997		A	H3N2	1997		virus_only	5	0
A/MALMO/1/1998		A	H3N2	1998		virus_only	11	0
A/MALMO/1/1999		A	H3N2	1999		virus_only	5	0
A/MALMO/1/2000		A	H3N2	2000		virus_only	7	0
A/MALMO/1/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/1/2003		A	H3N2	2003		virus_only	8	0
A/MALMO/1/2004		A	H3N2	2004		virus_only	6	0
A/MALMO/10/1998		A	H3N2	1998		virus_only	5	0
A/MALMO/11/1998		A	H3N2	1998		virus_only	4	0
A/MALMO/12/1998		A	H3N2	1998		virus_only	5	0
A/MALMO/13/1998		A	H3N2	1998		virus_only	5	0
A/MALMO/14/1998		A	H3N2	1998		virus_only	5	0
A/MALMO/15/1998		A	H3N2	1998		virus_only	5	0
A/MALMO/2/1993		A	H3N2	1993		virus_only	5	0
A/MALMO/2/1994		A	H3N2	1994		virus_only	5	0
A/MALMO/2/1995		A	H3N2	1995		virus_only	5	0
A/MALMO/2/1998		A	H3N2	1998		virus_only	11	0
A/MALMO/2/1999		A	H3N2	1999		virus_only	5	0
A/MALMO/2/2000		A	H3N2	2000		virus_only	7	0
A/MALMO/2/2001		A	H3N2	2001		virus_only	6	0
A/MALMO/2/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/2/2003		A	H3N2	2003		virus_only	8	0
A/MALMO/2/2004		A	H3N2	2004		virus_only	10	0
A/MALMO/3/1994		A	H3N2	1994		virus_only	5	0
A/MALMO/3/1995		A	H3N2	1995		virus_only	6	0
A/MALMO/3/1998		A	H3N2	1998		virus_only	6	0
A/MALMO/3/1999		A	H3N2	1999		virus_only	7	0
A/MALMO/3/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/3/2003		A	H3N2	2003		virus_only	8	0
A/MALMO/4/1991		A	H3N2	1991		virus_only	7	0
A/MALMO/4/1995		A	H3N2	1995		virus_only	6	0
A/MALMO/4/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MALMO/4/1999		A	H3N2	1999		virus_only	6	0
A/MALMO/4/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/4/2003		A	H3N2	2003		virus_only	8	0
A/MALMO/5/1992		A	H3N2	1992		virus_only	7	0
A/MALMO/5/1995		A	H3N2	1995		virus_only	6	0
A/MALMO/5/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/5/2003		A	H3N2	2003		virus_only	6	0
A/MALMO/6/1991		A	H3N2	1991		virus_only	7	0
A/MALMO/6/2002		A	H3N2	2002		virus_only	6	0
A/MALMO/6/2003		A	H3N2	2003		virus_only	6	0
A/MALMO/7/1991		A	H3N2	1991		virus_only	7	0
A/MALMO/8/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MALTA/32736/2018		A	H3N2	2018		virus_only	8	0
A/MALTA/53539/2019		A	H3N2	2019		virus_only	8	0
A/MALTA/MV720824/2013		A	H3N2	2013		virus_only	11	0
A/MALTA/MX000757/2014		A	H3N2	2014		virus_only	12	0
A/MALTA/MX001178/2014		A	H3N2	2014		virus_only	12	0
A/MALTA/MX001204/2014		A	H3N2	2014		virus_only	12	0
A/MALTA/MX001759/2014		A	H3N2	2014		virus_only	10	0
A/MALTA/MX502071/2015		A	H3N2	2015		virus_only	10	0
A/MANJAKARAY/13/2015		A	H3N2	2015		virus_only	11	0
A/MANJAKARAY/215/2015		A	H3N2	2015		virus_only	11	0
A/MANJAKARAY/612/2015		A	H3N2	2015		virus_only	11	0
A/MARAMURES/157552/2014		A	H3N2	2014		virus_only	9	0
A/MARBURG/1/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/1/1997		A	H3N2	1997		virus_only	6	0
A/MARBURG/10/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/11/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/12/1990		A	H3N2	1990		virus_only	6	0
A/MARBURG/12/1996		A	H3N2	1996		virus_only	6	0
A/MARBURG/14/1990		A	H3N2	1990		virus_only	6	0
A/MARBURG/15/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/16/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/2/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/2/1997		A	H3N2	1997		virus_only	6	0
A/MARBURG/3/1990		A	H3N2	1990		virus_only	7	0
A/MARBURG/4/1990		A	H3N2	1990		virus_only	6	0
A/MARBURG/5/1997		A	H3N2	1997		virus_only	5	0
A/MARBURG/7/1990		A	H3N2	1990		virus_only	7	0
A/MARCOUSSIS/291/2000		A	H3N2	2000		virus_only	6	0
A/MARDELPLATA/VL267/1999		A	H3N2	1999		virus_only	7	0
A/MARDIN/2834/2016		A	H3N2	2016		virus_only	12	0
A/MARRAKECH/338/2004		A	H3N2	2004		virus_only	9	0
A/MARRAKECH/349/2004		A	H3N2	2004		virus_only	9	0
A/MARRAKECH/354/2005		A	H3N2	2005		virus_only	9	0
A/MARRAKECH/38/2011		A	H3N2	2011		virus_only	8	0
A/MARRAKECH/79/2015		A	H3N2	2015		virus_only	10	0
A/MARSAILLE/246/2000		A	H3N2	2000		virus_only	6	0
A/MARSAILLE/424/2000		A	H3N2	2000		virus_only	6	0
A/MARSAILLE/466/1998		A	H3N2	1998		virus_only	5	0
A/MARSAILLE/467/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MARSAILLE/468/1998		A	H3N2	1998		virus_only	5	0
A/MARSAILLE/469/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/MARSEILLE/1165/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1166/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1185/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1186/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1187/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1188/1999		A	H3N2	1999		virus_only	6	0
A/MARSEILLE/1215/2006		A	H3N2	2006		virus_only	9	0
A/MARSEILLE/2180/2014		A	H3N2	2014		virus_only	11	0
A/MARSEILLE/2195/2017		A	H3N2	2017		virus_only	8	0
A/MARSEILLE/2240/2011		A	H3N2	2011		virus_only	8	0
A/MARSEILLE/2588/2015		A	H3N2	2015		virus_only	12	0
A/MARYLAND/02/2012		A	H3N2	2012		virus_only	10	0
A/MARYLAND/02/2012@GROUP3B		A	H3N2			virus_only	10	0
A/MARYLAND/02/2012@IVR166		A	H3N2			virus_only	11	0
A/MASSACHUSETTS/11/2013		A	H3N2	2013		virus_only	18	0
A/MAURITANIA/082019/2019		A	H3N2	2019		virus_only	9	0
A/MAURITANIA/092019/2019		A	H3N2	2019		virus_only	9	0
A/MAURITANIA/102019/2019		A	H3N2	2019		virus_only	9	0
A/MAURITANIA/152019/2019		A	H3N2	2019		virus_only	9	0
A/MAURITANIA/2002018/2018		A	H3N2	2018		virus_only	9	0
A/MAURITANIA/2552018/2018		A	H3N2	2018		virus_only	8	0
A/MAURITIUS/1103/2017		A	H3N2	2017		virus_only	8	0
A/MAURITIUS/1115/2017		A	H3N2	2017		virus_only	8	0
A/MAURITIUS/1199/2017		A	H3N2	2017		virus_only	8	0
A/MAURITIUS/1369/2017		A	H3N2	2017		virus_only	8	0
A/MAURITIUS/167/2013		A	H3N2	2013		virus_only	23	0
A/MAURITIUS/175/2002		A	H3N2	2002		virus_only	6	0
A/MAURITIUS/2287/2018		A	H3N2	2018		virus_only	12	0
A/MAURITIUS/231/1999		A	H3N2	1999		virus_only	5	0
A/MAURITIUS/237/1999		A	H3N2	1999		virus_only	5	0
A/MAURITIUS/239/1999		A	H3N2	1999		virus_only	5	0
