query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file
A/SWEDEN/76/2014	A/Sweden/76/2014	EPI_ISL_170334	2014-11-02	Europe / Sweden	Human	gisaid_meta_2011-2014.xls
A/SWEDEN/8/2018	A/Sweden/8/2018	EPI_ISL_302277	2018-01-29	Europe / Sweden / Stockholms lan	Human	gisaid_meta_2018.xls
A/SWEDEN/8/2018	A/Sweden/8/2018	EPI_ISL_314685	2018-01-29	Europe / Sweden	Human	gisaid_meta_2018.xls
A/SWITZERLAND/10261363/2014	A/Switzerland/10261363/2014	EPI_ISL_162146	2014-03-20	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/10295823/2014	A/Switzerland/10295823/2014	EPI_ISL_162147	2014-03-28	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/10295858/2014	A/Switzerland/10295858/2014	EPI_ISL_162148	2014-03-27	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/143/2017	A/Switzerland/143/2017	EPI_ISL_303948	2017-12-15	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/293/2018	A/Switzerland/293/2018	EPI_ISL_337946	2018-11-01	Europe / Switzerland	Human	gisaid_meta_2018.xls
A/SWITZERLAND/4684/2020	A/Switzerland/4684/2020	EPI_ISL_486765	2020-02-24	Europe / Switzerland	Human	gisaid_meta_2020-21.xls
A/SWITZERLAND/5732/2004	A/SWITZERLAND/5732/2004	EPI_ISL_18235	2004-12-29	Europe / Switzerland	Human	gisaid_meta_2010.xls
A/SWITZERLAND/5732/2004	A/SWITZERLAND/5732/2004	EPI_ISL_188330	2004-12-29	Europe / Switzerland	Human	gisaid_meta_2010.xls
A/SWITZERLAND/5834715/2012	A/Switzerland/5834715/2012	EPI_ISL_104119	2012-01-09	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/5834718/2012	A/Switzerland/5834718/2012	EPI_ISL_104120	2012-01-09	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/5834730/2012	A/Switzerland/5834730/2012	EPI_ISL_107892	2012-01-13	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/5867852/2012	A/Switzerland/5867852/2012	EPI_ISL_107893	2012-01-20	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/6206/2020	A/Switzerland/6206/2020	EPI_ISL_486766	2020-03-09	Europe / Switzerland	Human	gisaid_meta_2020-21.xls
A/SWITZERLAND/6529/2020	A/Switzerland/6529/2020	EPI_ISL_486767	2020-02-21	Europe / Switzerland	Human	gisaid_meta_2020-21.xls
A/SWITZERLAND/6764/2019	A/Switzerland/6764/2019	EPI_ISL_363134	2019-03-26	Europe / Switzerland	Human	gisaid_meta_2019.xls
A/SWITZERLAND/6796/2018	A/Switzerland/6796/2018	EPI_ISL_314183	2018-03-26	Europe / Switzerland	Human	gisaid_meta_2018.xls
A/SWITZERLAND/7204/2019	A/Switzerland/7204/2019	EPI_ISL_407526	2019-12-06	Europe / Switzerland	Human	gisaid_meta_2019.xls
A/SWITZERLAND/7494/2002	A/SWITZERLAND/7494/2002	EPI_ISL_18217	2002	Europe / Switzerland	Human	gisaid_meta_2010.xls
A/SWITZERLAND/7494/2002	A/SWITZERLAND/7494/2002	EPI_ISL_185851	2002	Europe / Switzerland	Human	gisaid_meta_2010.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_16706701	2017	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_16891364	2017	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_17668125	2017-12-31	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_294252	2017-12-21	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_303951	2017-12-21	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_319720	2017	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_330887	2017	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_331821	2017-12-21	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_331924	2018	Europe / Switzerland	Human	gisaid_meta_2018.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_332305	2018	Europe / Switzerland	Human	gisaid_meta_2018.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_334555	2017-12-21	Asia / China	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_334556	2017-12-21	Asia / China	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8060/2017	A/Switzerland/8060/2017	EPI_ISL_344423	2017-12-21	Asia / China	Human	gisaid_meta_2017.xls
A/SWITZERLAND/8482/2020	A/Switzerland/8482/2020	EPI_ISL_455564	2020-03-12	Europe / Switzerland	Human	gisaid_meta_2020-21.xls
A/SWITZERLAND/8482/2020	A/Switzerland/8482/2020	EPI_ISL_486768	2020-03-12	Europe / Switzerland	Human	gisaid_meta_2020-21.xls
A/SWITZERLAND/882/2017	A/Switzerland/882/2017	EPI_ISL_288786	2017-10-11	Europe / Switzerland	Human	gisaid_meta_2017.xls
A/SWITZERLAND/9851671/2014	A/Switzerland/9851671/2014	EPI_ISL_156912	2014-01-06	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SWITZERLAND/9851671/2014	A/Switzerland/9851671/2014	EPI_ISL_158856	2014-01-06	Europe / Switzerland	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_232807	2016-06-30	Oceania / Australia / New South Wales / Ropes Crossing	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_237443	2016-06-30	Oceania / Australia	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_238631	2016-06-30	Oceania / Australia	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_239509	2016-06-30	Oceania / Australia	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_239807	2016-06-30	Oceania / Australia / New South Wales / Ropes Crossing	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_288871	2016-06-30	Oceania / Australia / New South Wales / Ropes Crossing	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/142/2016	A/Sydney/142/2016	EPI_ISL_289111	2016-06-30	Oceania / Australia	Human	gisaid_meta_2015-2016.xls
A/SYDNEY/195/2012	A/SYDNEY/195/2012	EPI_ISL_134470	2012-08-06	Oceania / Australia / New South Wales	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/195/2012	A/Sydney/195/2012	EPI_ISL_135839	2012-08-06	Oceania / Australia	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/195/2012	A/Sydney/195/2012	EPI_ISL_14284879	2012-08-06	Oceania / Australia / New South Wales	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/195/2012	A/Sydney/195/2012	EPI_ISL_17264976	2017-09-15	Oceania / Australia / New South Wales	Human	gisaid_meta_2017.xls
A/SYDNEY/195/2012	A/Sydney/195/2012	EPI_ISL_288371	2012-08-06	Oceania / Australia	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/203/1999	A/Sydney/203/1999	EPI_ISL_5632582	1999-02-15	Oceania / Australia / New South Wales / Randwick	Human	gisaid_meta_2010.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_314014	2018-03-03	Oceania / Australia / New South Wales / Cabramatta	Human	gisaid_meta_2018.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_320961	2018-03-03	Oceania / Australia / New South Wales / Cabramatta	Human	gisaid_meta_2018.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_330026	2018-03-03	Oceania / Australia	Human	gisaid_meta_2018.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_338709	2018-03-03	Oceania / Australia	Human	gisaid_meta_2018.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_363641	2018-03-03	Oceania / Australia / New South Wales	Human	gisaid_meta_2018.xls
A/SYDNEY/22/2018	A/Sydney/22/2018	EPI_ISL_396647	2018-03-03	Oceania / Australia	Human	gisaid_meta_2018.xls
A/SYDNEY/3/1999	A/Sydney/3/1999	EPI_ISL_3663413	1999-02-24	Oceania / Australia / New South Wales / Sydney	Human	gisaid_meta_2010.xls
A/SYDNEY/44/2001	A/Sydney/44/2001	EPI_ISL_186684	2001-12-30	Oceania / Australia / New South Wales	Human	gisaid_meta_2010.xls
A/SYDNEY/44/2001	A/Sydney/44/2001	EPI_ISL_6314560	2001	Oceania / Australia / New South Wales	Human	gisaid_meta_2010.xls
A/SYDNEY/44/2001	A/Sydney/44/2001	EPI_ISL_6314561	2001-12-30	Oceania / Australia / New South Wales	Human	gisaid_meta_2010.xls
A/SYDNEY/44/2001	A/Sydney/44/2001	EPI_ISL_6314562	2001-12-30	Oceania / Australia / New South Wales	Human	gisaid_meta_2010.xls
A/SYDNEY/53/2019	A/Sydney/53/2019	EPI_ISL_353802	2019-03-08	Oceania / Australia / New South Wales / Rose Bay	Human	gisaid_meta_2019.xls
A/SYDNEY/53/2019	A/Sydney/53/2019	EPI_ISL_356798	2019-03-08	Oceania / Australia / New South Wales / Rose Bay	Human	gisaid_meta_2019.xls
A/SYDNEY/53/2019	A/Sydney/53/2019	EPI_ISL_390309	2019-03-08	Oceania / Australia	Human	gisaid_meta_2019.xls
A/SYDNEY/85/2014	A/SYDNEY/85/2014	EPI_ISL_166038	2014-06-03	Oceania / Australia / New South Wales / GLEBE	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/85/2014	A/Sydney/85/2014	EPI_ISL_288192	2014-06-03	Oceania / Australia	Human	gisaid_meta_2011-2014.xls
A/SYDNEY/95/2014	A/SYDNEY/95/2014	EPI_ISL_166034	2014-06-14	Oceania / Australia / New South Wales / ST PETERS	Human	gisaid_meta_2011-2014.xls
A/TAIWAN/1/2001	A/Taiwan/1/2001	EPI_ISL_187524	2001-02-02	Asia / Taiwan	Human	gisaid_meta_2010.xls
A/TAIWAN/1/2001	A/Taiwan/1/2001	EPI_ISL_5522573	2001-02-02	Asia / Taiwan / Taipei	Human	gisaid_meta_2010.xls
A/TAIWAN/240/2009	A/Taiwan/240/2009	EPI_ISL_33203	2009-02-13	Asia / Taiwan	Human	gisaid_meta_2010.xls
A/TAIWAN/240/2009	A/Taiwan/240/2009	EPI_ISL_66563	2009	Asia / Taiwan	Human	gisaid_meta_2010.xls
A/TAIWAN/851/2010	A/Taiwan/851/2010	EPI_ISL_185831	2010-09-15	Asia / Taiwan	Human	gisaid_meta_2010.xls
A/TAIWAN/851/2010	A/Taiwan/851/2010	EPI_ISL_85829	2010-09-15	Asia / Taiwan / Taiwan	Human	gisaid_meta_2010.xls
A/TAIWAN/851/2010	A/Taiwan/851/2010	EPI_ISL_86080	2010-09-15	Asia / Taiwan / Taiwan	Human	gisaid_meta_2010.xls
A/TANGER/1449/2018	A/Tanger/1449/2018	EPI_ISL_314186	2018-03-20	Africa / Morocco	Human	gisaid_meta_2018.xls
A/TANGER/672/2019	A/Tanger/672/2019	EPI_ISL_367811	2019-01-24	Africa / Morocco	Human	gisaid_meta_2019.xls
A/TARAZ/2922/2013	A/Taraz/2922/2013	EPI_ISL_138482	2013-01-18	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls
A/TASMANIA/37/2014	A/TASMANIA/37/2014	EPI_ISL_168933	2014-08-06	Oceania / Australia / Tasmania / Mornington	Human	gisaid_meta_2011-2014.xls
A/TASMANIA/37/2014	A/Tasmania/37/2014	EPI_ISL_288189	2014-08-06	Oceania / Australia / Tasmania	Human	gisaid_meta_2011-2014.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_1081348	2020-02-16	Oceania / Australia / Tasmania	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_1296313	2020-02-16	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_19893273	2020-02-16	Oceania / Australia / Tasmania	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_483574	2020-02-16	Oceania / Australia / Tasmania / Hobart	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_493145	2020-02-16	Oceania / Australia / Tasmania	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_512294	2020-02-16	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_517665	2020-02-16	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_517767	2020-02-16	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_539340	2020-02-16	Oceania / Australia / Tasmania / Tanwood	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_584118	2020-02-16	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/TASMANIA/503/2020	A/Tasmania/503/2020	EPI_ISL_644655	2020-02-16	Oceania / Australia / Victoria	Human	gisaid_meta_2020-21.xls
A/TASMANIA/54/2014	A/TASMANIA/54/2014	EPI_ISL_168935	2014-08-16	Oceania / Australia / Tasmania / Burnie	Human	gisaid_meta_2011-2014.xls
A/TEHRAN/14/1999	A/Tehran/14/1999	EPI_ISL_5054269	1999-12-27	Asia / Iran, Islamic Republic of / Ostan-e Tehran / Tehran	Human	gisaid_meta_2010.xls
A/TEHRAN/58191/2013	A/Tehran/58191/2013	EPI_ISL_154777	2013-10-23	Asia / Iran, Islamic Republic of	Human	gisaid_meta_2011-2014.xls
A/TEHRAN/63139/2013	A/Tehran/63139/2013	EPI_ISL_154778	2013-10-27	Asia / Iran, Islamic Republic of	Human	gisaid_meta_2011-2014.xls
A/TEHRAN/63151/2013	A/Tehran/63151/2013	EPI_ISL_154779	2013-10-29	Asia / Iran, Islamic Republic of	Human	gisaid_meta_2011-2014.xls
A/TENNESSEE/6/2004	A/Tennessee/6/2004	EPI_ISL_11815	2004-08-17	North America / United States / Tennessee	Human	gisaid_meta_2010.xls
A/TENNESSEE/6/2004	A/Tennessee/6/2004	EPI_ISL_21249	2004-08-17	North America / United States / Tennessee	Human	gisaid_meta_2010.xls
A/TETOUAN/671/2019	A/Tetouan/671/2019	EPI_ISL_355116	2019-01-24	Africa / Morocco	Human	gisaid_meta_2019.xls
A/TEXAS/1/1977	A/Texas/1/1977	EPI_ISL_114197	1977	North America / United States / Texas	Human	gisaid_meta_2010.xls
A/TEXAS/1/1977	A/Texas/1/1977	EPI_ISL_122019	1977	North America / United States / Texas	Human	gisaid_meta_2010.xls
A/TEXAS/1/1977	A/Texas/1/1977	EPI_ISL_12622	1977	North America / United States / Texas	Human	gisaid_meta_2010.xls
A/THURINGEN/11/2020	A/Thuringen/11/2020	EPI_ISL_426251	2020-01-30	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/THURINGEN/123/2013	A/Thuringen/123/2013	EPI_ISL_153179	2013-11-25	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/THURINGEN/165/2017	A/Thuringen/165/2017	EPI_ISL_274124	2017-01-13	Europe / Germany	Human	gisaid_meta_2017.xls
A/THURINGEN/36/2003	A/THURINGEN/36/2003	EPI_ISL_18209	2003-02-17	Europe / Germany / Thuringia	Human	gisaid_meta_2010.xls
A/THURINGEN/36/2003	A/THURINGEN/36/2003	EPI_ISL_185610	2003-02-17	Europe / Germany	Human	gisaid_meta_2010.xls
A/THURINGEN/52/2017	A/Thuringen/52/2017	EPI_ISL_274126	2017-03-13	Europe / Germany	Human	gisaid_meta_2017.xls
A/THURINGEN/7/2015	A/Thuringen/7/2015	EPI_ISL_175059	2015-01-19	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/TIMIS/136369/2013	A/Timis/136369/2013	EPI_ISL_144916	2013-05-03	Europe / Romania / Judetul Timis	Human	gisaid_meta_2011-2014.xls
A/TIMIS/177582/2015	A/Timis/177582/2015	EPI_ISL_190931	2015-02-12	Europe / Romania	Human	gisaid_meta_2015-2016.xls
A/TIRANE/ALB4107/2012	A/Tirane/ALB-4107/2012	EPI_ISL_107896	2012-01-28	Europe / Albania	Human	gisaid_meta_2011-2014.xls
A/TOAMASINA/2190/2017	A/Toamasina/2190/2017	EPI_ISL_276300	2017-05-03	Africa / Madagascar	Human	gisaid_meta_2017.xls
A/TOGO/LNG/333/2013	A/Togo/LNG/333/2013	EPI_ISL_162150	2013-10-01	Africa / Togo	Human	gisaid_meta_2011-2014.xls
A/TOGO/LNG/398/2013	A/Togo/LNG/398/2013	EPI_ISL_162151	2013-10-28	Africa / Togo	Human	gisaid_meta_2011-2014.xls
A/TOGO/LNG333/2013	A/Togo/LNG/333/2013	EPI_ISL_162150	2013-10-01	Africa / Togo	Human	gisaid_meta_2011-2014.xls
A/TOGO/LNG398/2013	A/Togo/LNG/398/2013	EPI_ISL_162151	2013-10-28	Africa / Togo	Human	gisaid_meta_2011-2014.xls
A/TOKYO/1035/2004	A/TOKYO/1035/2004	EPI_ISL_65577	2004	Asia / Japan	Human	gisaid_meta_2010.xls
A/TOMSK/5/2015	A/Tomsk/5/2015	EPI_ISL_191821	2015-03-16	Europe / Russian Federation	Human	gisaid_meta_2015-2016.xls
A/TOMSK/5645V/2019	A/Tomsk/5645V/2019	EPI_ISL_389229	2019-04-20	Europe / Russian Federation	Human	gisaid_meta_2019.xls
A/TORINO/14/2008	A/Torino/14/2008	EPI_ISL_185230	2008-12-12	Europe / Italy	Human	gisaid_meta_2010.xls
A/TORINO/14/2008	A/Torino/14/2008	EPI_ISL_61751	2008-12-12	Europe / Italy	Human	gisaid_meta_2010.xls
A/TORINO/544/2019	A/Torino/544/2019	EPI_ISL_388744	2019-02-19	Europe / Italy	Human	gisaid_meta_2019.xls
A/TORINO/771/2019	A/Torino/771/2019	EPI_ISL_388745	2019-03-05	Europe / Italy	Human	gisaid_meta_2019.xls
A/TOULON/1244/2006	A/TOULON/1244/2006	EPI_ISL_186804	2006-12-06	Europe / France	Human	gisaid_meta_2010.xls
A/TOULON/1244/2006	A/Toulon/1244/2006	EPI_ISL_20276	2006-12-06	Europe / France / Provence-Alpes-Cote d'Azur / Departement du Var / Toulon	Human	gisaid_meta_2010.xls
A/TOULON/1244/2006	A/TOULON/1244/2006	EPI_ISL_64236	2006-12-06	Europe / France	Human	gisaid_meta_2010.xls
A/TOULON/2533/2017	A/Toulon/2533/2017	EPI_ISL_299068	2017-12-18	Europe / France	Human	gisaid_meta_2017.xls
A/TOULON/3038/2013	A/Toulon/3038/2013	EPI_ISL_154780	2013-12-16	Europe / France	Human	gisaid_meta_2011-2014.xls
A/TOULOUSE/2892/2013	A/Toulouse/2892/2013	EPI_ISL_153180	2013-11-28	Europe / France	Human	gisaid_meta_2011-2014.xls
A/TOWNSVILLE/1/2003	A/Townsville/1/2003	EPI_ISL_357642	2003-07-24	Oceania / Australia / Queensland / Townsville	Human	gisaid_meta_2010.xls
A/TOWNSVILLE/1/2003	A/TOWNSVILLE/1/2003	EPI_ISL_67296	2003-07-24	Oceania / Australia / Queensland	Human	gisaid_meta_2010.xls
A/TOWNSVILLE/87/2010	A/Townsville/87/2010	EPI_ISL_185271	2010-11-26	Oceania / Australia / Queensland	Human	gisaid_meta_2010.xls
A/TOWNSVILLE/87/2010	A/TOWNSVILLE/87/2010	EPI_ISL_86128	2010-11-26	Oceania / Australia / Queensland / Naprunum	Human	gisaid_meta_2010.xls
A/TOWNSVILLE/87/2010	A/TOWNSVILLE/87/2010	EPI_ISL_86511	2010-11-26	Oceania / Australia / Queensland / Naprunum	Human	gisaid_meta_2010.xls
A/TRABZON/163/2014	A/Trabzon/163/2014	EPI_ISL_155919	2014-01-09	Asia / Turkey	Human	gisaid_meta_2011-2014.xls
A/TRABZON/28/2014	A/Trabzon/28/2014	EPI_ISL_155920	2014-01-03	Asia / Turkey	Human	gisaid_meta_2011-2014.xls
A/TRENCIN/46/2016	A/Trencin/46/2016	EPI_ISL_275527	2016-12-01	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TRENCIN/558/2015	A/Trencin/558/2015	EPI_ISL_191822	2015-02-23	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TRENCIN/74/2019	A/Trencin/74/2019	EPI_ISL_377346	2019-01-16	Europe / Slovakia	Human	gisaid_meta_2019.xls
A/TRENCIN/94/2016	A/Trencin/94/2016	EPI_ISL_275528	2016-12-22	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TRIESTE/11/2003	A/Trieste/11/2003	EPI_ISL_12763	2003	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/17/2004	A/Trieste/17/2004	EPI_ISL_12767	2004	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/18/2003	A/Trieste/18/2003	EPI_ISL_12764	2003	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/18/2004	A/Trieste/18/2004	EPI_ISL_12768	2004	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/19/2004	A/Trieste/19/2004	EPI_ISL_12769	2004	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/23/2005	A/Trieste/23/2005	EPI_ISL_12774	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/25C/2007	A/Trieste/25c/2007	EPI_ISL_60849	2007-01	Europe / Italy	Unknown	gisaid_meta_2010.xls
A/TRIESTE/29/2003	A/Trieste/29/2003	EPI_ISL_12765	2003	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/3/2002	A/TRIESTE/3/2002	EPI_ISL_188102	2002	Europe / Italy	Human	gisaid_meta_2010.xls
A/TRIESTE/3/2002	A/TRIESTE/3/2002	EPI_ISL_67686	2002	Europe / Italy	Human	gisaid_meta_2010.xls
A/TRIESTE/31/2005	A/Trieste/31/2005	EPI_ISL_12775	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/35/2005	A/Trieste/35/2005	EPI_ISL_12782	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/37/2013	A/Trieste/37/2013	EPI_ISL_156913	2013-11-26	Europe / Italy	Human	gisaid_meta_2011-2014.xls
A/TRIESTE/39/2005	A/Trieste/39/2005	EPI_ISL_12784	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/41/2013	A/Trieste/41/2013	EPI_ISL_155921	2013-12-16	Europe / Italy	Human	gisaid_meta_2011-2014.xls
A/TRIESTE/48/2005	A/Trieste/48/2005	EPI_ISL_12778	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/55/2005	A/TRIESTE/55/2005	EPI_ISL_185429	2005-02-15	Europe / Italy	Human	gisaid_meta_2010.xls
A/TRIESTE/55/2005	A/TRIESTE/55/2005	EPI_ISL_64760	2005-02-15	Europe / Italy	Human	gisaid_meta_2010.xls
A/TRIESTE/61/2005	A/Trieste/61/2005	EPI_ISL_12781	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/65/2005	A/Trieste/65/2005	EPI_ISL_12789	2005	Europe / Italy / Friuli-Venezia Giulia / Province of Trieste / Trieste	Human	gisaid_meta_2010.xls
A/TRIESTE/8/2003	A/TRIESTE/8/2003	EPI_ISL_67299	2003	Europe / Italy	Human	gisaid_meta_2010.xls
A/TRIPOLIGR/475/2017	A/Tripoli GR/475/2017	EPI_ISL_259683	2017-01-17	Europe / Greece	Human	gisaid_meta_2017.xls
A/TRNAVA/176/2015	A/Trnava/176/2015	EPI_ISL_191823	2015-01-29	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TRNAVA/70/2019	A/Trnava/70/2019	EPI_ISL_377347	2019-01-16	Europe / Slovakia	Human	gisaid_meta_2019.xls
A/TRNAVA/90/2016	A/Trnava/90/2016	EPI_ISL_275529	2016-12-21	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TRNAVA/97/2016	A/Trnava/97/2016	EPI_ISL_275530	2016-12-21	Europe / Slovakia	Human	gisaid_meta_2015-2016.xls
A/TROLLHATTAN/3/2018	A/Trollhattan/3/2018	EPI_ISL_334186	2018-12-01	Europe / Sweden / Vastra Gotalands lan	Human	gisaid_meta_2018.xls
A/TSIROANOMANDIDY/1384/2015	A/Tsiroanomandidy/1384/2015	EPI_ISL_190932	2015-03-30	Africa / Madagascar	Human	gisaid_meta_2015-2016.xls
A/TSIROANOMANDIDY/3540/2012	A/Tsiroanomandidy/3540/2012	EPI_ISL_141687	2012-06-04	Africa / Madagascar	Human	gisaid_meta_2011-2014.xls
A/TUNISIA/3085/2020	A/Tunisia/3085/2020	EPI_ISL_732320	2020-03-04	Africa / Tunisia	Human	gisaid_meta_2020-21.xls
A/TUNISIA/3442/2020	A/Tunisia/3442/2020	EPI_ISL_732321	2020-03-06	Africa / Tunisia	Human	gisaid_meta_2020-21.xls
A/TUNISIA/3666/2020	A/Tunisia/3666/2020	EPI_ISL_732322	2020-03-11	Africa / Tunisia	Human	gisaid_meta_2020-21.xls
A/TURKEY/12/2011	A/Turkey/12/2011	EPI_ISL_104113	2011-12-14	Asia / Turkey	Human	gisaid_meta_2011-2014.xls
A/TURKEY/52/2019	A/Turkey/52/2019	EPI_ISL_342029	2019-01-10	Asia / Turkey	Human	gisaid_meta_2019.xls
A/TURKEY/52/2019	A/Turkey/52/2019	EPI_ISL_361955	2019-01-10	Asia / Turkey	Human	gisaid_meta_2019.xls
A/TURKEY/66/2018	A/Turkey/66/2018	EPI_ISL_361960	2018-12-17	Asia / Turkey	Human	gisaid_meta_2018.xls
A/TURKEY/70/2018	A/Turkey/70/2018	EPI_ISL_342035	2018-12-29	Asia / Turkey	Human	gisaid_meta_2018.xls
A/TURKEY/70/2018	A/Turkey/70/2018	EPI_ISL_361963	2018-12-29	Asia / Turkey	Human	gisaid_meta_2018.xls
